transaction_id,project_name,district,price,area_sqft,psf,sale_date,sale_type,tenure
TXN01121,The Seaview Residences,D15,2330000,977.36,2383.97,2024-03-22,Resale,Freehold
TXN00233,Cedar Park,D16,2360000,1340.11,1761.06,2023-01-08,New Sale,99 yrs
TXN00378,Cedar Park,D16,2330000,2095.0,1112.17,2022-08-19,Sub Sale,99 yrs
TXN01623,Cedar Park,D16,640000,458.54,1395.73,2022-08-16,Sub Sale,99 yrs
TXN01251,The Seaview Residences,D15,2010000,1045.17,1923.12,2023-01-13,Resale,99 yrs
TXN00541,Emerald Vista,D21,1120000,469.0,2388.06,2021-08-29,Sub Sale,Freehold
TXN00726,Marina Heights,D01,1410000,621.08,2270.25,2021-12-13,New Sale,Freehold
TXN00243,Cedar Park,D16,4200000,1782.5,2356.24,2024-05-24,Sub Sale,99 yrs
TXN00346,Parkview Residences,D14,2290000,1174.34,1950.03,2024-11-29,Resale,Freehold
TXN01416,Rivervale Gardens,D19,2120000,1360.56,1558.19,2023-02-14,Resale,Freehold
TXN01692,The Botanica,D23,1340000,940.76,1424.37,2022-01-22,Resale,99 yrs
TXN01635,Cedar Park,D16,2680000,1298.13,2064.51,2023-05-17,Resale,99 yrs
TXN01268,The Arcadia,D10,990000,703.0,1408.25,2025-01-02,New Sale,Freehold
TXN00255,Marina Heights,D01,680000,510.21,1332.79,2024-02-22,Resale,Freehold
TXN00057,Rivervale Gardens,D19,780000,597.0,1306.53,2022-12-19,Resale,Freehold
TXN01604,Orchard Grand,D09,3590000,1832.0,1959.61,2024-08-07,Sub Sale,Freehold
TXN01379,Harbourfront Suites,D04,3520000,1502.0,2343.54,2022-08-09,New Sale,99 yrs
TXN00266,Cedar Park,D16,2890000,2086.04,1385.4,2024-06-14,Resale,Freehold
TXN00787,Orchard Grand,D09,1090000,595.0,1831.93,2024-02-24,New Sale,Freehold
TXN00050,The Arcadia,D10,2020000,1279.83,1578.34,2024-08-19,Sub Sale,99 yrs
TXN01320,The Seaview Residences,D15,4550000,2178.61,2088.48,2025-05-08,Resale,Freehold
TXN00278,The Seaview Residences,D15,2490000,1514.0,1644.65,2022-01-01,Resale,Freehold
TXN00462,Lakeside Grandeur,D22,1080000,478.99,2254.73,2025-10-15,New Sale,Freehold
TXN01394,Parkview Residences,D14,2880000,1219.55,2361.53,2025-06-30,Sub Sale,99 yrs
TXN01123,The Arcadia,D10,1610000,719.0,2239.22,2021-12-25,New Sale,99 yrs
TXN01550,The Arcadia,D10,3070000,1295.97,2368.88,2022-07-18,New Sale,99 yrs
TXN00674,Cedar Park,D16,3030000,1600.59,1893.05,2024-10-22,New Sale,Freehold
TXN00549,Emerald Vista,D21,660000,469.0,1407.25,2023-06-28,New Sale,Freehold
TXN01649,Skyline Residences,D19,1950000,1114.06,1750.35,2021-05-03,New Sale,Freehold
TXN00756,Parkview Residences,D14,1890000,1199.1,1576.18,2025-03-30,Resale,99 yrs
TXN00817,Orchard Grand,D09,2400000,1115.14,2152.2,2025-11-07,Sub Sale,Freehold
TXN00587,Marina Heights,D01,1820000,924.0,1969.7,2025-10-20,Resale,Freehold
TXN01358,Emerald Vista,D21,1360000,750.24,1812.74,2025-10-04,Resale,Freehold
TXN01219,Parkview Residences,D14,2180000,1263.68,1725.12,2023-04-02,Sub Sale,99 yrs
TXN01104,Marina Heights,D01,970000,857.88,1130.69,2023-07-16,New Sale,Freehold
TXN00716,Rivervale Gardens,D19,1760000,1134.0,1552.03,2024-01-02,Resale,Freehold
TXN01059,Rivervale Gardens,D19,2210000,1215.0,1818.93,2025-06-06,Sub Sale,99 yrs
TXN00598,The Arcadia,D10,1880000,1323.96,1419.98,2023-01-18,Resale,Freehold
TXN00687,Parkview Residences,D14,3530000,1510.18,2337.48,2021-05-17,New Sale,Freehold
TXN01729,Marina Heights,D01,2570000,1617.81,1588.56,2024-08-26,New Sale,99 yrs
TXN01233,The Seaview Residences,D15,1730000,907.4,1906.55,2022-07-14,Sub Sale,99 yrs
TXN00382,Rivervale Gardens,D19,880000,556.49,1581.33,2025-09-22,Sub Sale,99 yrs
TXN00426,Harbourfront Suites,D04,2890000,1621.04,1782.8,2023-02-15,Resale,Freehold
TXN01283,The Seaview Residences,D15,2980000,1359.48,2192.01,2023-01-09,Sub Sale,Freehold
TXN00779,Harbourfront Suites,D04,2460000,1343.33,1831.26,2024-01-10,Resale,Freehold
TXN00590,Cedar Park,D16,2710000,1728.68,1567.67,2022-06-07,Resale,Freehold
TXN01513,The Seaview Residences,D15,790000,465.0,1698.92,2023-02-28,Sub Sale,99 yrs
TXN00884,Cedar Park,D16,1020000,636.15,1603.4,2025-10-04,New Sale,Freehold
TXN00931,Rivervale Gardens,D19,1140000,1035.49,1100.93,2024-07-31,Resale,Freehold
TXN00302,The Arcadia,D10,2130000,1397.15,1524.53,2021-01-07,Sub Sale,Freehold
TXN00142,Harbourfront Suites,D04,2390000,1843.86,1296.2,2023-06-10,Resale,Freehold
TXN00571,Lakeside Grandeur,D22,1160000,612.47,1893.98,2025-11-24,New Sale,Freehold
TXN00573,Parkview Residences,D14,3030000,2120.49,1428.92,2022-10-23,Resale,Freehold
TXN00773,The Seaview Residences,D15,1060000,669.51,1583.24,2023-12-31,New Sale,99 yrs
TXN00345,Parkview Residences,D14,1430000,799.76,1788.04,2021-03-17,New Sale,Freehold
TXN00104,Cedar Park,D16,2340000,1668.0,1402.88,2025-10-23,New Sale,Freehold
TXN01273,Lakeside Grandeur,D22,1060000,468.23,2263.85,2025-08-16,Resale,Freehold
TXN00373,Cedar Park,D16,1440000,620.0,2322.58,2021-03-10,Sub Sale,99 yrs
TXN01517,Orchard Grand,D09,3010000,1914.9,1571.89,2023-10-02,Resale,Freehold
TXN00610,The Botanica,D23,2100000,1003.2,2093.31,2025-05-19,Sub Sale,Freehold
TXN01083,Rivervale Gardens,D19,1870000,1116.0,1675.63,2021-02-11,Sub Sale,Freehold
TXN01315,Lakeside Grandeur,D22,880000,475.76,1849.66,2023-11-18,Resale,99 yrs
TXN01175,Marina Heights,D01,1420000,646.91,2195.05,2025-12-09,Resale,Freehold
TXN01162,Cedar Park,D16,1470000,1049.0,1401.33,2022-08-16,New Sale,Freehold
TXN00318,Parkview Residences,D14,700000,483.3,1448.38,2022-01-07,Sub Sale,Freehold
TXN00131,Lakeside Grandeur,D22,1350000,852.5,1583.58,2021-09-29,Sub Sale,Freehold
TXN01195,The Arcadia,D10,1150000,534.0,2153.56,2025-03-08,Sub Sale,99 yrs
TXN01652,Rivervale Gardens,D19,2540000,1345.49,1887.79,2025-02-28,New Sale,Freehold
TXN00678,The Arcadia,D10,1050000,672.0,1562.5,2021-03-12,Sub Sale,99 yrs
TXN01396,Orchard Grand,D09,2610000,1425.14,1831.4,2023-11-03,Resale,99 yrs
TXN00446,Rivervale Gardens,D19,1160000,723.0,1604.43,2023-02-13,Resale,99 yrs
TXN00122,Emerald Vista,D21,2440000,1459.58,1671.71,2023-01-20,New Sale,Freehold
TXN00679,The Seaview Residences,D15,1550000,1328.0,1167.17,2025-12-03,New Sale,99 yrs
TXN00664,Skyline Residences,D19,1600000,1037.64,1541.96,2024-03-06,Sub Sale,99 yrs
TXN01723,Lakeside Grandeur,D22,1760000,786.84,2236.79,2024-06-22,Resale,Freehold
TXN00805,Parkview Residences,D14,2120000,917.0,2311.89,2025-08-07,Resale,99 yrs
TXN01200,Skyline Residences,D19,1800000,1017.0,1769.91,2021-01-19,Resale,99 yrs
TXN01245,Rivervale Gardens,D19,1850000,1429.0,1294.61,2023-04-13,New Sale,99 yrs
TXN00276,Cedar Park,D16,1040000,930.0,1118.28,2022-12-21,New Sale,99 yrs
TXN01023,Rivervale Gardens,D19,700000,536.0,1305.97,2025-05-10,Sub Sale,Freehold
TXN01386,Rivervale Gardens,D19,3500000,2196.91,1593.15,2021-03-10,New Sale,Freehold
TXN00022,Emerald Vista,D21,1900000,795.0,2389.94,2021-10-29,Resale,99 yrs
TXN00829,Harbourfront Suites,D04,3180000,1829.86,1737.84,2021-08-15,Sub Sale,Freehold
TXN01523,Parkview Residences,D14,1680000,997.81,1683.68,2025-12-29,Sub Sale,Freehold
TXN00617,Parkview Residences,D14,3400000,2072.05,1640.89,2024-11-20,Sub Sale,99 yrs
TXN01342,Cedar Park,D16,1660000,997.81,1663.64,2022-08-22,Resale,Freehold
TXN01006,Skyline Residences,D19,1970000,1018.0,1935.17,2022-02-09,Sub Sale,99 yrs
TXN00307,The Arcadia,D10,910000,663.0,1372.55,2025-12-28,Resale,99 yrs
TXN00620,Lakeside Grandeur,D22,1980000,1419.76,1394.6,2025-06-05,Sub Sale,99 yrs
TXN00768,The Seaview Residences,D15,1140000,483.0,2360.25,2021-04-22,Resale,Freehold
TXN00391,Rivervale Gardens,D19,1820000,965.52,1884.99,2022-06-05,Sub Sale,99 yrs
TXN00970,Emerald Vista,D21,1070000,713.0,1500.7,2025-09-15,Resale,99 yrs
TXN00637,Rivervale Gardens,D19,3230000,1704.0,1895.54,2022-05-19,Sub Sale,Freehold
TXN00507,Orchard Grand,D09,840000,674.0,1246.29,2022-04-18,Resale,Freehold
TXN00762,Lakeside Grandeur,D22,4690000,2100.04,2233.29,2024-04-01,Resale,99 yrs
TXN00928,Rivervale Gardens,D19,1670000,726.56,2298.49,2024-08-15,Sub Sale,99 yrs
TXN00118,Emerald Vista,D21,3380000,1411.15,2395.21,2023-07-09,Sub Sale,Freehold
TXN01113,Cedar Park,D16,3030000,1358.4,2230.56,2024-07-08,New Sale,99 yrs
TXN00313,Orchard Grand,D09,1470000,636.15,2310.79,2025-03-29,New Sale,Freehold
TXN00081,Skyline Residences,D19,1180000,608.16,1940.28,2024-10-24,Resale,99 yrs
TXN00713,The Arcadia,D10,1810000,1257.22,1439.68,2021-03-28,Sub Sale,99 yrs
TXN00198,Parkview Residences,D14,1750000,833.13,2100.52,2023-11-27,New Sale,99 yrs
TXN01341,The Arcadia,D10,1890000,1528.47,1236.53,2021-04-24,New Sale,Freehold
TXN01114,Parkview Residences,D14,1470000,681.35,2157.47,2024-02-17,New Sale,Freehold
TXN01501,Marina Heights,D01,2240000,948.3,2362.12,2025-10-21,Resale,Freehold
TXN00532,Lakeside Grandeur,D22,3410000,1862.15,1831.21,2023-07-05,Sub Sale,Freehold
TXN01206,The Seaview Residences,D15,2670000,1354.1,1971.79,2023-11-15,Resale,99 yrs
TXN00621,Orchard Grand,D09,1320000,981.67,1344.65,2025-07-07,Sub Sale,99 yrs
TXN01528,The Seaview Residences,D15,2950000,1961.0,1504.33,2021-03-04,Resale,99 yrs
TXN00134,Lakeside Grandeur,D22,2700000,1421.0,1900.07,2024-07-30,Sub Sale,Freehold
TXN00077,Lakeside Grandeur,D22,2680000,1335.8,2006.29,2024-02-08,Sub Sale,99 yrs
TXN00619,Emerald Vista,D21,1140000,627.54,1816.63,2025-01-01,New Sale,Freehold
TXN01466,Lakeside Grandeur,D22,1100000,711.49,1546.04,2021-07-12,Resale,Freehold
TXN00780,Lakeside Grandeur,D22,3310000,1754.52,1886.56,2025-11-01,New Sale,99 yrs
TXN01676,Marina Heights,D01,1190000,578.0,2058.82,2024-07-20,Resale,99 yrs
TXN01061,The Botanica,D23,2240000,1512.33,1481.16,2021-01-23,New Sale,Freehold
TXN00948,Cedar Park,D16,910000,669.51,1359.19,2022-10-08,Resale,99 yrs
TXN00885,The Arcadia,D10,3140000,1363.79,2302.41,2023-06-14,New Sale,Freehold
TXN01278,Orchard Grand,D09,1640000,895.56,1831.26,2022-12-09,Resale,99 yrs
TXN00380,Harbourfront Suites,D04,2940000,2152.78,1365.68,2024-07-26,Sub Sale,Freehold
TXN01178,Lakeside Grandeur,D22,2620000,1849.24,1416.8,2023-04-29,Resale,99 yrs
TXN01548,The Arcadia,D10,3180000,1769.59,1797.03,2025-03-25,Sub Sale,99 yrs
TXN01605,The Arcadia,D10,2820000,1586.6,1777.39,2025-05-08,New Sale,99 yrs
TXN01509,Lakeside Grandeur,D22,2370000,1520.94,1558.25,2021-12-29,Resale,99 yrs
TXN01117,Marina Heights,D01,3680000,1645.8,2235.99,2024-09-16,Resale,Freehold
TXN00822,Cedar Park,D16,1790000,782.54,2287.44,2021-12-29,Sub Sale,99 yrs
TXN00986,Harbourfront Suites,D04,2190000,984.0,2225.61,2024-05-07,Sub Sale,Freehold
TXN00354,Rivervale Gardens,D19,1240000,693.0,1789.32,2023-12-04,Resale,Freehold
TXN00477,The Arcadia,D10,1850000,1218.47,1518.29,2025-07-29,Sub Sale,Freehold
TXN00226,Skyline Residences,D19,1360000,816.0,1666.67,2024-11-10,New Sale,Freehold
TXN01560,The Botanica,D23,890000,598.47,1487.12,2025-06-10,New Sale,99 yrs
TXN01307,Cedar Park,D16,1920000,1134.52,1692.35,2024-11-22,Resale,Freehold
TXN01070,The Arcadia,D10,1940000,1571.53,1234.47,2025-05-30,Sub Sale,Freehold
TXN00312,Rivervale Gardens,D19,2010000,970.9,2070.24,2023-03-23,Resale,Freehold
TXN00203,Rivervale Gardens,D19,1750000,740.0,2364.86,2024-12-09,Sub Sale,Freehold
TXN01417,Emerald Vista,D21,1030000,687.81,1497.5,2023-03-06,Resale,Freehold
TXN00890,Lakeside Grandeur,D22,2080000,1447.74,1436.72,2022-04-01,New Sale,Freehold
TXN01614,The Seaview Residences,D15,2590000,1359.48,1905.14,2025-02-24,Resale,99 yrs
TXN01650,Marina Heights,D01,2060000,1134.52,1815.75,2025-11-29,Sub Sale,Freehold
TXN00187,The Seaview Residences,D15,2270000,955.0,2376.96,2023-12-13,Sub Sale,99 yrs
TXN00951,Lakeside Grandeur,D22,1640000,934.31,1755.31,2024-10-27,Sub Sale,99 yrs
TXN01656,The Arcadia,D10,1900000,1418.68,1339.27,2024-10-26,New Sale,99 yrs
TXN00760,The Botanica,D23,1140000,509.0,2239.69,2025-11-03,New Sale,99 yrs
TXN00111,The Seaview Residences,D15,1070000,537.0,1992.55,2022-03-09,New Sale,99 yrs
TXN01137,Rivervale Gardens,D19,2160000,1327.19,1627.5,2022-05-27,Resale,99 yrs
TXN01051,Rivervale Gardens,D19,2570000,1110.83,2313.58,2021-08-20,Sub Sale,99 yrs
TXN01295,Rivervale Gardens,D19,2010000,1764.0,1139.46,2022-07-05,Sub Sale,Freehold
TXN00321,Harbourfront Suites,D04,1440000,970.9,1483.15,2024-03-05,Sub Sale,Freehold
TXN01000,Skyline Residences,D19,1740000,1416.53,1228.35,2021-06-14,Resale,Freehold
TXN00659,The Arcadia,D10,3370000,1911.0,1763.47,2022-10-26,Sub Sale,99 yrs
TXN01603,Parkview Residences,D14,1770000,1121.0,1578.95,2022-12-20,Resale,Freehold
TXN00827,The Botanica,D23,1630000,1326.0,1229.26,2024-05-02,Sub Sale,99 yrs
TXN00646,Skyline Residences,D19,820000,454.24,1805.23,2025-05-29,Sub Sale,99 yrs
TXN00431,Rivervale Gardens,D19,1140000,707.19,1612.02,2021-01-05,Resale,99 yrs
TXN00925,The Botanica,D23,1950000,918.16,2123.81,2022-07-09,Resale,Freehold
TXN01376,Marina Heights,D01,1420000,1125.0,1262.22,2022-02-10,Resale,Freehold
TXN00981,Cedar Park,D16,900000,537.12,1675.61,2021-09-17,New Sale,Freehold
TXN00596,The Arcadia,D10,1410000,1094.69,1288.04,2021-01-15,New Sale,Freehold
TXN00544,The Arcadia,D10,2950000,1312.12,2248.27,2022-07-28,Sub Sale,Freehold
TXN01429,Emerald Vista,D21,1210000,588.79,2055.08,2021-11-10,Resale,99 yrs
TXN00265,Rivervale Gardens,D19,1440000,1140.97,1262.08,2025-08-11,New Sale,99 yrs
TXN01257,Rivervale Gardens,D19,1480000,941.0,1572.79,2024-05-31,Sub Sale,Freehold
TXN00960,Marina Heights,D01,3390000,1784.65,1899.53,2022-03-06,New Sale,99 yrs
TXN01076,Orchard Grand,D09,3500000,1593.06,2197.03,2022-01-17,Resale,Freehold
TXN00557,Harbourfront Suites,D04,1840000,1034.41,1778.79,2021-12-05,Sub Sale,99 yrs
TXN00055,Skyline Residences,D19,2250000,969.0,2321.98,2025-10-13,New Sale,Freehold
TXN01473,Harbourfront Suites,D04,1950000,868.65,2244.87,2021-10-25,Resale,Freehold
TXN01071,Orchard Grand,D09,1880000,1260.45,1491.53,2022-12-07,Sub Sale,Freehold
TXN00542,Orchard Grand,D09,2610000,1108.68,2354.15,2022-11-08,Resale,99 yrs
TXN00135,Parkview Residences,D14,4190000,2031.0,2063.02,2021-05-04,Sub Sale,Freehold
TXN00408,The Seaview Residences,D15,1860000,782.0,2378.52,2021-09-13,New Sale,99 yrs
TXN01217,Lakeside Grandeur,D22,3180000,1932.0,1645.96,2024-09-03,Sub Sale,Freehold
TXN00665,Emerald Vista,D21,2680000,1866.46,1435.87,2021-06-09,Resale,99 yrs
TXN00150,Cedar Park,D16,610000,460.69,1324.09,2024-04-15,New Sale,Freehold
TXN00393,The Seaview Residences,D15,1180000,578.0,2041.52,2021-10-15,Resale,99 yrs
TXN01272,Cedar Park,D16,1690000,1031.18,1638.9,2022-05-19,Resale,Freehold
TXN00374,Parkview Residences,D14,2200000,1822.33,1207.25,2025-11-06,New Sale,99 yrs
TXN00202,Emerald Vista,D21,1970000,860.04,2290.6,2024-05-06,Resale,99 yrs
TXN00348,The Botanica,D23,1710000,935.38,1828.13,2025-11-07,New Sale,99 yrs
TXN00262,Parkview Residences,D14,3140000,2087.12,1504.47,2021-07-19,Sub Sale,Freehold
TXN00485,Rivervale Gardens,D19,1620000,702.88,2304.79,2024-04-09,Resale,Freehold
TXN01750,Lakeside Grandeur,D22,1260000,529.58,2379.23,2024-01-05,Sub Sale,Freehold
TXN01749,Emerald Vista,D21,3470000,1542.47,2249.64,2022-05-26,Sub Sale,Freehold
TXN01450,Harbourfront Suites,D04,2090000,1463.89,1427.7,2025-06-02,Sub Sale,Freehold
TXN00711,The Arcadia,D10,930000,690.0,1347.83,2025-04-27,Sub Sale,Freehold
TXN00815,The Arcadia,D10,1510000,1221.7,1235.98,2025-07-13,Sub Sale,Freehold
TXN01266,Marina Heights,D01,1430000,1125.9,1270.09,2021-06-22,Resale,Freehold
TXN01144,Marina Heights,D01,1330000,787.92,1687.99,2023-04-26,Sub Sale,Freehold
TXN00597,Lakeside Grandeur,D22,1870000,986.0,1896.55,2024-02-03,Sub Sale,Freehold
TXN00338,The Arcadia,D10,820000,673.82,1216.94,2021-12-31,Resale,99 yrs
TXN01573,Marina Heights,D01,1920000,985.97,1947.31,2025-03-04,Sub Sale,Freehold
TXN01680,Orchard Grand,D09,2010000,1395.0,1440.86,2025-12-29,Sub Sale,99 yrs
TXN00517,Cedar Park,D16,2670000,1619.97,1648.18,2025-09-09,New Sale,Freehold
TXN00808,Skyline Residences,D19,2540000,1062.0,2391.71,2021-02-04,New Sale,Freehold
TXN01644,Parkview Residences,D14,3110000,2022.0,1538.08,2023-06-25,New Sale,Freehold
TXN00263,Parkview Residences,D14,1930000,1087.0,1775.53,2023-09-08,New Sale,99 yrs
TXN01591,Emerald Vista,D21,1150000,772.85,1488.0,2023-12-21,Resale,Freehold
TXN00031,Parkview Residences,D14,3740000,2120.49,1763.74,2025-12-08,Sub Sale,99 yrs
TXN00011,Rivervale Gardens,D19,2410000,1096.0,2198.91,2023-06-27,Resale,99 yrs
TXN01589,Cedar Park,D16,2800000,1456.36,1922.61,2022-05-29,New Sale,99 yrs
TXN01180,Emerald Vista,D21,1070000,861.0,1242.74,2024-09-28,New Sale,Freehold
TXN00128,The Seaview Residences,D15,1450000,1035.49,1400.31,2024-07-09,New Sale,99 yrs
TXN00483,The Seaview Residences,D15,840000,473.61,1773.61,2021-03-09,Resale,Freehold
TXN01643,Skyline Residences,D19,940000,458.0,2052.4,2024-09-12,Resale,Freehold
TXN01657,The Seaview Residences,D15,1310000,956.91,1368.99,2025-04-19,Resale,Freehold
TXN01118,Parkview Residences,D14,2590000,1444.52,1792.99,2025-04-18,Resale,99 yrs
TXN01534,Parkview Residences,D14,2600000,1569.38,1656.71,2025-07-19,Resale,99 yrs
TXN00296,Emerald Vista,D21,1790000,916.01,1954.13,2022-08-21,Resale,Freehold
TXN00054,Cedar Park,D16,810000,681.0,1189.43,2023-09-08,Sub Sale,Freehold
TXN00061,Lakeside Grandeur,D22,1070000,942.92,1134.78,2022-08-16,Resale,Freehold
TXN00108,The Botanica,D23,3640000,1999.93,1820.06,2023-10-12,Sub Sale,99 yrs
TXN01279,Harbourfront Suites,D04,2330000,1328.27,1754.17,2024-07-30,New Sale,99 yrs
TXN00478,Orchard Grand,D09,1660000,711.0,2334.74,2023-05-30,Resale,Freehold
TXN00690,Rivervale Gardens,D19,1240000,965.52,1284.28,2022-05-11,Resale,99 yrs
TXN00129,Cedar Park,D16,2760000,2138.79,1290.45,2022-03-23,New Sale,Freehold
TXN01172,Rivervale Gardens,D19,2570000,1655.0,1552.87,2023-10-22,Sub Sale,99 yrs
TXN00323,Rivervale Gardens,D19,2110000,1529.0,1379.99,2025-05-22,Resale,99 yrs
TXN01705,Marina Heights,D01,1740000,1326.11,1312.11,2021-06-28,New Sale,Freehold
TXN01239,Cedar Park,D16,3820000,2033.0,1879.0,2021-07-21,Sub Sale,99 yrs
TXN00715,Harbourfront Suites,D04,2450000,1267.99,1932.2,2022-10-08,New Sale,99 yrs
TXN00508,Skyline Residences,D19,1100000,687.81,1599.27,2024-04-08,Sub Sale,Freehold
TXN01354,Emerald Vista,D21,1890000,1026.0,1842.11,2024-04-18,New Sale,99 yrs
TXN01559,The Seaview Residences,D15,3210000,1458.51,2200.88,2025-08-07,New Sale,Freehold
TXN01025,Lakeside Grandeur,D22,1260000,565.0,2230.09,2025-11-28,Resale,Freehold
TXN01418,Parkview Residences,D14,1470000,1241.0,1184.53,2022-08-10,New Sale,Freehold
TXN01688,Skyline Residences,D19,2010000,954.0,2106.92,2021-11-23,New Sale,Freehold
TXN01727,The Arcadia,D10,1030000,606.01,1699.65,2022-08-24,New Sale,99 yrs
TXN00048,The Botanica,D23,1230000,762.08,1614.0,2022-09-25,Sub Sale,Freehold
TXN01116,Harbourfront Suites,D04,1000000,529.0,1890.36,2021-01-15,Sub Sale,99 yrs
TXN00252,The Seaview Residences,D15,950000,678.13,1400.92,2021-11-27,Sub Sale,99 yrs
TXN00944,The Seaview Residences,D15,1180000,727.64,1621.68,2025-11-27,New Sale,99 yrs
TXN01662,Emerald Vista,D21,3890000,1876.0,2073.56,2024-11-02,Sub Sale,99 yrs
TXN00966,Skyline Residences,D19,1520000,644.0,2360.25,2021-02-27,Sub Sale,99 yrs
TXN01265,The Seaview Residences,D15,1190000,678.13,1754.84,2024-07-12,Sub Sale,Freehold
TXN00421,Orchard Grand,D09,3530000,1555.38,2269.54,2023-04-11,New Sale,Freehold
TXN00536,Harbourfront Suites,D04,1000000,706.11,1416.21,2021-03-11,New Sale,Freehold
TXN01599,Marina Heights,D01,3090000,1853.0,1667.57,2025-11-22,New Sale,99 yrs
TXN00896,Harbourfront Suites,D04,1280000,996.74,1284.19,2023-07-09,New Sale,99 yrs
TXN00020,Cedar Park,D16,4950000,2171.08,2279.97,2023-01-16,Sub Sale,99 yrs
TXN01595,The Seaview Residences,D15,850000,543.58,1563.72,2023-02-19,New Sale,99 yrs
TXN00365,The Botanica,D23,2030000,1458.51,1391.83,2021-03-27,Sub Sale,99 yrs
TXN00576,The Arcadia,D10,1380000,861.11,1602.58,2023-07-28,Resale,Freehold
TXN00998,Marina Heights,D01,1200000,669.51,1792.34,2023-12-18,Sub Sale,Freehold
TXN00841,Emerald Vista,D21,1940000,1334.72,1453.48,2025-08-19,Sub Sale,Freehold
TXN01554,The Botanica,D23,4230000,2134.0,1982.19,2022-02-07,New Sale,99 yrs
TXN01309,Cedar Park,D16,4680000,2200.14,2127.14,2024-07-10,Resale,Freehold
TXN00823,Emerald Vista,D21,5040000,2156.0,2337.66,2024-06-06,New Sale,99 yrs
TXN01192,The Arcadia,D10,1520000,730.87,2079.72,2023-07-02,New Sale,Freehold
TXN01101,Parkview Residences,D14,2970000,1253.0,2370.31,2024-03-21,Resale,99 yrs
TXN00630,Rivervale Gardens,D19,3260000,1399.31,2329.72,2021-05-25,Resale,Freehold
TXN01383,The Seaview Residences,D15,760000,592.01,1283.75,2025-10-06,New Sale,Freehold
TXN01008,Cedar Park,D16,3500000,1486.0,2355.32,2021-04-02,New Sale,99 yrs
TXN00900,Emerald Vista,D21,790000,635.07,1243.96,2021-05-28,New Sale,99 yrs
TXN00236,Rivervale Gardens,D19,4700000,2015.0,2332.5,2022-11-01,Resale,Freehold
TXN00575,Harbourfront Suites,D04,1510000,723.33,2087.56,2023-01-15,New Sale,Freehold
TXN01435,The Seaview Residences,D15,1710000,836.36,2044.59,2024-05-03,Sub Sale,99 yrs
TXN00752,Lakeside Grandeur,D22,920000,598.47,1537.25,2023-03-20,Resale,Freehold
TXN01447,Rivervale Gardens,D19,880000,702.88,1251.99,2024-11-01,New Sale,Freehold
TXN01403,Lakeside Grandeur,D22,1670000,1010.73,1652.27,2025-11-07,New Sale,99 yrs
TXN00499,Parkview Residences,D14,1170000,554.34,2110.61,2025-07-08,Resale,99 yrs
TXN00722,Emerald Vista,D21,690000,517.74,1332.71,2021-09-03,Sub Sale,Freehold
TXN00614,Rivervale Gardens,D19,1810000,1012.0,1788.54,2024-04-06,Sub Sale,99 yrs
TXN00375,Emerald Vista,D21,1140000,1010.0,1128.71,2022-12-29,Sub Sale,99 yrs
TXN00253,The Seaview Residences,D15,1130000,603.0,1873.96,2024-11-23,Sub Sale,99 yrs
TXN00056,Cedar Park,D16,2310000,1633.0,1414.57,2021-07-17,Resale,Freehold
TXN00913,The Seaview Residences,D15,2160000,1319.65,1636.79,2023-03-24,Resale,Freehold
TXN00303,Orchard Grand,D09,2220000,1293.0,1716.94,2025-09-06,New Sale,Freehold
TXN00907,Emerald Vista,D21,3150000,1389.62,2266.81,2024-04-30,Resale,99 yrs
TXN00065,Harbourfront Suites,D04,1590000,680.28,2337.28,2023-10-31,Resale,Freehold
TXN01221,The Arcadia,D10,890000,603.0,1475.95,2023-08-09,Sub Sale,99 yrs
TXN00140,Rivervale Gardens,D19,880000,687.81,1279.42,2025-02-23,New Sale,99 yrs
TXN00234,The Botanica,D23,1050000,602.78,1741.93,2021-07-13,New Sale,Freehold
TXN00059,Cedar Park,D16,1130000,475.76,2375.13,2023-04-29,Sub Sale,Freehold
TXN01389,The Seaview Residences,D15,630000,473.61,1330.2,2025-09-29,Resale,99 yrs
TXN00047,The Botanica,D23,1690000,896.63,1884.83,2025-08-27,New Sale,99 yrs
TXN00171,Orchard Grand,D09,2730000,1993.47,1369.47,2023-02-08,Sub Sale,99 yrs
TXN00696,Emerald Vista,D21,2320000,1446.0,1604.43,2023-03-18,Resale,99 yrs
TXN01725,Parkview Residences,D14,1490000,733.0,2032.74,2025-10-21,New Sale,99 yrs
TXN01465,Harbourfront Suites,D04,1300000,564.03,2304.85,2024-02-13,Sub Sale,Freehold
TXN01100,Skyline Residences,D19,2470000,1964.41,1257.37,2022-09-19,New Sale,Freehold
TXN00561,Lakeside Grandeur,D22,900000,687.81,1308.49,2024-11-06,New Sale,Freehold
TXN00938,The Arcadia,D10,850000,657.0,1293.76,2024-07-24,Sub Sale,99 yrs
TXN00452,The Arcadia,D10,1170000,770.0,1519.48,2022-12-17,New Sale,Freehold
TXN01293,Rivervale Gardens,D19,4710000,2089.27,2254.37,2025-11-06,Sub Sale,Freehold
TXN01740,The Botanica,D23,2810000,1333.65,2107.0,2024-06-26,New Sale,Freehold
TXN00363,Skyline Residences,D19,2020000,858.0,2354.31,2021-10-19,New Sale,99 yrs
TXN00601,The Arcadia,D10,1030000,655.52,1571.27,2025-06-04,New Sale,99 yrs
